0<=x<30; y0=61+0.633333x; interpolation
15990<=x<16020; y533=11279+-0.7x; interpolation
16020<=x<16050; y534=-10081+0.633333x; interpolation
16050<=x<16080; y535=17739+-1.1x; interpolation
16080<=x<16110; y536=12915+-0.8x; interpolation
16110<=x<16140; y537=-23601+1.46667x; interpolation
16140<=x<16170; y538=-5309+0.333333x; interpolation
16170<=x<16200; y539=-2075+0.133333x; interpolation
16200<=x<16230; y540=11425+-0.7x; interpolation
16230<=x<16260; y541=-9674+0.6x; interpolation
16260<=x<16290; y542=9296+-0.566667x; interpolation
16290<=x<16320; y543=-9709+0.6x; interpolation
16320<=x<16350; y544=9331+-0.566667x; interpolation
16350<=x<16380; y545=-8109+0.5x; interpolation
16380<=x<16410; y546=8271+-0.5x; interpolation
16410<=x<16440; y547=-10327+0.633333x; interpolation
16440<=x<16470; y548=10497+-0.633333x; interpolation
16470<=x<16500; y549=-9816+0.6x; interpolation
16500<=x<16530; y550=9984+-0.6x; interpolation
16530<=x<16560; y551=-8199+0.5x; interpolation
16560<=x<16590; y552=8361+-0.5x; interpolation
16590<=x<16620; y553=-9888+0.6x; interpolation
16620<=x<16650; y554=10056+-0.6x; interpolation
16650<=x<16680; y555=-10479+0.633333x; interpolation
16680<=x<16710; y556=10093+-0.6x; interpolation
16710<=x<16740; y557=-7174+0.433333x; interpolation
16740<=x<16770; y558=7334+-0.433333x; interpolation
16770<=x<16800; y559=-9436+0.566667x; interpolation
16800<=x<16830; y560=10164+-0.6x; interpolation
16830<=x<16860; y561=-10032+0.6x; interpolation
16860<=x<16890; y562=10762+-0.633333x; interpolation
16890<=x<16920; y563=-9506+0.566667x; interpolation
16920<=x<16950; y564=8542+-0.5x; interpolation
16950<=x<16980; y565=-10103+0.6x; interpolation
16980<=x<17010; y566=10273+-0.6x; interpolation
17010<=x<17040; y567=-9572+0.566667x; interpolation
17040<=x<17070; y568=9740+-0.566667x; interpolation
17070<=x<17100; y569=-8468+0.5x; interpolation
17100<=x<17130; y570=-1628+0.1x; interpolation
17130<=x<17160; y571=11505+-0.666667x; interpolation
17160<=x<17190; y572=-11947+0.7x; interpolation
17190<=x<17220; y573=12692+-0.733333x; interpolation
17220<=x<17250; y574=-9694+0.566667x; interpolation
17250<=x<17280; y575=9856+-0.566667x; interpolation
17280<=x<17310; y576=-12032+0.7x; interpolation
17310<=x<17340; y577=662+-0.0333333x; interpolation
17340<=x<17370; y578=9910+-0.566667x; interpolation
17370<=x<17400; y579=-8039+0.466667x; interpolation
17400<=x<17430; y580=10521+-0.6x; interpolation
17430<=x<17460; y581=-6909+0.4x; interpolation
17460<=x<17490; y582=4731+-0.266667x; interpolation
17490<=x<17520; y583=-9261+0.533333x; interpolation
17520<=x<17550; y584=8843+-0.5x; interpolation
17550<=x<17580; y585=-9877+0.566667x; interpolation
17580<=x<17610; y586=10633+-0.6x; interpolation
17610<=x<17640; y587=-9912+0.566667x; interpolation
17640<=x<17670; y588=9492+-0.533333x; interpolation
17670<=x<17700; y589=1835+-0.1x; interpolation
17700<=x<17730; y590=-11735+0.666667x; interpolation
17730<=x<17760; y591=11905+-0.666667x; interpolation
17760<=x<17790; y592=-11775+0.666667x; interpolation
17790<=x<17820; y593=11945+-0.666667x; interpolation
17820<=x<17850; y594=-11221+0.633333x; interpolation
17850<=x<17880; y595=11984+-0.666667x; interpolation
17880<=x<17910; y596=-13048+0.733333x; interpolation
17910<=x<17940; y597=12623+-0.7x; interpolation
17940<=x<17970; y598=-10699+0.6x; interpolation
17970<=x<18000; y599=10865+-0.6x; interpolation
18000<=x<18030; y600=-10735+0.6x; interpolation
18030<=x<18060; y601=11502+-0.633333x; interpolation
18060<=x<18090; y602=-12578+0.7x; interpolation
18090<=x<18120; y603=12145+-0.666667x; interpolation
18120<=x<18150; y604=-12015+0.666667x; interpolation
18150<=x<18180; y605=12790+-0.7x; interpolation
18180<=x<18210; y606=-12662+0.7x; interpolation
18210<=x<18240; y607=12225+-0.666667x; interpolation
18240<=x<18270; y608=-10879+0.6x; interpolation
18270<=x<18300; y609=11045+-0.6x; interpolation
18300<=x<18330; y610=-10305+0.566667x; interpolation
18330<=x<18360; y611=9858+-0.533333x; interpolation
18360<=x<18390; y612=-11562+0.633333x; interpolation
18390<=x<18420; y613=4989+-0.266667x; interpolation
18420<=x<18450; y614=31391+-1.7x; interpolation
18450<=x<18480; y615=1256+-0.0666667x; interpolation
18480<=x<18510; y616=-36320+1.96667x; interpolation
18510<=x<18540; y617=12423+-0.666667x; interpolation
18540<=x<18570; y618=-12297+0.666667x; interpolation
18570<=x<18600; y619=11844+-0.633333x; interpolation
18600<=x<18630; y620=-12956+0.7x; interpolation
18630<=x<18660; y621=13126+-0.7x; interpolation
18660<=x<18690; y622=-11754+0.633333x; interpolation
18690<=x<18720; y623=11920+-0.633333x; interpolation
18720<=x<18750; y624=-12416+0.666667x; interpolation
18750<=x<18780; y625=11959+-0.633333x; interpolation
18780<=x<18810; y626=-9325+0.5x; interpolation
18810<=x<18840; y627=-3055+0.166667x; interpolation
18840<=x<18870; y628=1341+-0.0666667x; interpolation
18870<=x<18900; y629=712+-0.0333333x; interpolation
18900<=x<18930; y630=8902+-0.466667x; interpolation
18930<=x<18960; y631=-8766+0.466667x; interpolation
18960<=x<18990; y632=8298+-0.433333x; interpolation
18990<=x<19020; y633=-9426+0.5x; interpolation
19020<=x<19050; y634=-550+0.0333333x; interpolation
19050<=x<19080; y635=12150+-0.633333x; interpolation
19080<=x<19110; y636=-12654+0.666667x; interpolation
19110<=x<19140; y637=13463+-0.7x; interpolation
19140<=x<19170; y638=-11419+0.6x; interpolation
19170<=x<19200; y639=11585+-0.6x; interpolation
19200<=x<19230; y640=-12735+0.666667x; interpolation
19230<=x<19260; y641=12905+-0.666667x; interpolation
19260<=x<19290; y642=-12133+0.633333x; interpolation
19290<=x<19320; y643=12301+-0.633333x; interpolation
19320<=x<19350; y644=-12171+0.633333x; interpolation
19350<=x<19380; y645=11694+-0.6x; interpolation
19380<=x<19410; y646=-12208+0.633333x; interpolation
19410<=x<19440; y647=13025+-0.666667x; interpolation
19440<=x<19470; y648=-9007+0.466667x; interpolation
19470<=x<19500; y649=8516+-0.433333x; interpolation
19500<=x<19530; y650=-11634+0.6x; interpolation
19530<=x<19560; y651=12453+-0.633333x; interpolation
19560<=x<19590; y652=-12975+0.666667x; interpolation
19590<=x<19620; y653=13145+-0.666667x; interpolation
19620<=x<19650; y654=-13015+0.666667x; interpolation
19650<=x<19680; y655=13185+-0.666667x; interpolation
19680<=x<19710; y656=-11743+0.6x; interpolation
19710<=x<19740; y657=11252+-0.566667x; interpolation
19740<=x<19770; y658=-11778+0.6x; interpolation
19770<=x<19800; y659=13923+-0.7x; interpolation
19800<=x<19830; y660=-14457+0.733333x; interpolation
19830<=x<19860; y661=12644+-0.633333x; interpolation
19860<=x<19890; y662=-3244+0.166667x; interpolation
19890<=x<19920; y663=-5896+0.3x; interpolation
19920<=x<19950; y664=5392+-0.266667x; interpolation
19950<=x<19980; y665=-7908+0.4x; interpolation
19980<=x<20010; y666=8742+-0.433333x; interpolation
20010<=x<20040; y667=-7933+0.4x; interpolation
20040<=x<20070; y668=8099+-0.4x; interpolation
20070<=x<20100; y669=-7288+0.366667x; interpolation
20100<=x<20130; y670=6782+-0.333333x; interpolation
20130<=x<20160; y671=-5967+0.3x; interpolation
20160<=x<20190; y672=5457+-0.266667x; interpolation
20190<=x<20220; y673=-5311+0.266667x; interpolation
20220<=x<20250; y674=5473+-0.266667x; interpolation
20250<=x<20280; y675=-4652+0.233333x; interpolation
20280<=x<20310; y676=-3300+0.166667x; interpolation
20310<=x<20340; y677=2793+-0.133333x; interpolation
20340<=x<20370; y678=-2631+0.133333x; interpolation
20370<=x<20400; y679=2122+-0.1x; interpolation
20400<=x<20430; y680=-1958+0.1x; interpolation
20430<=x<20460; y681=1447+-0.0666667x; interpolation
20460<=x<20490; y682=83+0x; interpolation
20490<=x<20520; y683=83+0x; interpolation
20520<=x<20550; y684=-601+0.0333333x; interpolation
20550<=x<20580; y685=15154+-0.733333x; interpolation
20580<=x<20610; y686=22700+-1.1x; interpolation
20610<=x<20640; y687=2777+-0.133333x; interpolation
20640<=x<20670; y688=-26119+1.26667x; interpolation
20670<=x<20700; y689=-15095+0.733333x; interpolation
20700<=x<20730; y690=15265+-0.733333x; interpolation
20730<=x<20760; y691=-12375+0.6x; interpolation
20760<=x<20790; y692=12537+-0.6x; interpolation
20790<=x<20820; y693=-14490+0.7x; interpolation
20820<=x<20850; y694=14658+-0.7x; interpolation
20850<=x<20880; y695=-15227+0.733333x; interpolation
20880<=x<20910; y696=14701+-0.7x; interpolation
20910<=x<20940; y697=-14573+0.7x; interpolation
20940<=x<20970; y698=14045+-0.666667x; interpolation
20970<=x<21000; y699=-12517+0.6x; interpolation
21000<=x<21030; y700=12683+-0.6x; interpolation
21030<=x<21060; y701=-13254+0.633333x; interpolation
21060<=x<21090; y702=14124+-0.666667x; interpolation
21090<=x<21120; y703=-13293+0.633333x; interpolation
21120<=x<21150; y704=13459+-0.633333x; interpolation
21150<=x<21180; y705=-13331+0.633333x; interpolation
21180<=x<21210; y706=13497+-0.633333x; interpolation
21210<=x<21240; y707=-15490+0.733333x; interpolation
21240<=x<21270; y708=15662+-0.733333x; interpolation
21270<=x<21300; y709=-14116+0.666667x; interpolation
21300<=x<21330; y710=13574+-0.633333x; interpolation
21330<=x<21360; y711=-14155+0.666667x; interpolation
21360<=x<21390; y712=14325+-0.666667x; interpolation
21390<=x<21420; y713=6482+-0.3x; interpolation
21420<=x<21450; y714=-6370+0.3x; interpolation
21450<=x<21480; y715=-13520+0.633333x; interpolation
21480<=x<21510; y716=17268+-0.8x; interpolation
21510<=x<21540; y717=-16431+0.766667x; interpolation
21540<=x<21570; y718=15879+-0.733333x; interpolation
21570<=x<21600; y719=-17914+0.833333x; interpolation
21600<=x<21630; y720=15206+-0.7x; interpolation
21630<=x<21660; y721=-13634+0.633333x; interpolation
21660<=x<21690; y722=14524+-0.666667x; interpolation
21690<=x<21720; y723=-15119+0.7x; interpolation
21720<=x<21750; y724=16013+-0.733333x; interpolation
21750<=x<21780; y725=-15162+0.7x; interpolation
21780<=x<21810; y726=16782+-0.766667x; interpolation
21810<=x<21840; y727=-17387+0.8x; interpolation
21840<=x<21870; y728=15373+-0.7x; interpolation
21870<=x<21900; y729=-14516+0.666667x; interpolation
21900<=x<21930; y730=15414+-0.7x; interpolation
21930<=x<21960; y731=-16019+0.733333x; interpolation
21960<=x<21990; y732=14725+-0.666667x; interpolation
21990<=x<22020; y733=-15328+0.7x; interpolation
22020<=x<22050; y734=15500+-0.7x; interpolation
22050<=x<22080; y735=-13900+0.633333x; interpolation
22080<=x<22110; y736=14804+-0.666667x; interpolation
22110<=x<22140; y737=-13939+0.633333x; interpolation
22140<=x<22170; y738=13367+-0.6x; interpolation
22170<=x<22200; y739=-13237+0.6x; interpolation
22200<=x<22230; y740=13403+-0.6x; interpolation
22230<=x<22260; y741=-14755+0.666667x; interpolation
22260<=x<22290; y742=15667+-0.7x; interpolation
22290<=x<22320; y743=-14796+0.666667x; interpolation
22320<=x<22350; y744=84+0x; interpolation
22350<=x<22380; y745=14239+-0.633333x; interpolation
22380<=x<22410; y746=-3665+0.166667x; interpolation
22410<=x<22440; y747=-4412+0.2x; interpolation
22440<=x<22470; y748=-5160+0.233333x; interpolation
22470<=x<22500; y749=12067+-0.533333x; interpolation
22500<=x<22530; y750=-11933+0.533333x; interpolation
22530<=x<22560; y751=-2170+0.1x; interpolation
22560<=x<22590; y752=2342+-0.1x; interpolation
22590<=x<22620; y753=14390+-0.633333x; interpolation
22620<=x<22650; y754=5342+-0.233333x; interpolation
22650<=x<22680; y755=-19573+0.866667x; interpolation
22680<=x<22710; y756=-3697+0.166667x; interpolation
22710<=x<22740; y757=6144+-0.266667x; interpolation
22740<=x<22770; y758=-3710+0.166667x; interpolation
22770<=x<22800; y759=-1433+0.0666667x; interpolation
22800<=x<22830; y760=11487+-0.5x; interpolation
22830<=x<22860; y761=2355+-0.1x; interpolation
22860<=x<22890; y762=3879+-0.166667x; interpolation
22890<=x<22920; y763=-17485+0.766667x; interpolation
22920<=x<22950; y764=1615+-0.0666667x; interpolation
22950<=x<22980; y765=13855+-0.6x; interpolation
22980<=x<23010; y766=-13721+0.6x; interpolation
23010<=x<23040; y767=4687+-0.2x; interpolation
23040<=x<23070; y768=35407+-1.53333x; interpolation
23070<=x<23100; y769=4647+-0.2x; interpolation
23100<=x<23130; y770=-43093+1.86667x; interpolation
23130<=x<23160; y771=3167+-0.133333x; interpolation
23160<=x<23190; y772=-4553+0.2x; interpolation
23190<=x<23220; y773=3950+-0.166667x; interpolation
23220<=x<23250; y774=10142+-0.433333x; interpolation
23250<=x<23280; y775=-14658+0.633333x; interpolation
23280<=x<23310; y776=19486+-0.833333x; interpolation
23310<=x<23340; y777=-9263+0.4x; interpolation
23340<=x<23370; y778=4741+-0.2x; interpolation
23370<=x<23400; y779=-7723+0.333333x; interpolation
23400<=x<23430; y780=-6163+0.266667x; interpolation
23430<=x<23460; y781=3209+-0.133333x; interpolation
23460<=x<23490; y782=10247+-0.433333x; interpolation
23490<=x<23520; y783=-6979+0.3x; interpolation
23520<=x<23550; y784=-6195+0.266667x; interpolation
23550<=x<23580; y785=85+0x; interpolation
23580<=x<23610; y786=-1487+0.0666667x; interpolation
23610<=x<23640; y787=8744+-0.366667x; interpolation
23640<=x<23670; y788=-7016+0.3x; interpolation
23670<=x<23700; y789=12709+-0.533333x; interpolation
23700<=x<23730; y790=-10201+0.433333x; interpolation
23730<=x<23760; y791=-3873+0.166667x; interpolation
23760<=x<23790; y792=17511+-0.733333x; interpolation
23790<=x<23820; y793=-1521+0.0666667x; interpolation
23820<=x<23850; y794=-17401+0.733333x; interpolation
23850<=x<23880; y795=19169+-0.8x; interpolation
23880<=x<23910; y796=-16651+0.7x; interpolation
23910<=x<23940; y797=14432+-0.6x; interpolation
23940<=x<23970; y798=68+0x; interpolation
23970<=x<24000; y799=-13515+0.566667x; interpolation
24000<=x<24030; y800=15285+-0.633333x; interpolation
24030<=x<24060; y801=-15954+0.666667x; interpolation
24060<=x<24090; y802=-716+0.0333333x; interpolation
24090<=x<24120; y803=4102+-0.166667x; interpolation
24120<=x<24150; y804=-3134+0.133333x; interpolation
24150<=x<24180; y805=14576+-0.6x; interpolation
24180<=x<24210; y806=1680+-0.0666667x; interpolation
24210<=x<24240; y807=-741+0.0333333x; interpolation
24240<=x<24270; y808=-17709+0.733333x; interpolation
24270<=x<24300; y809=7370+-0.3x; interpolation
24300<=x<24330; y810=-3970+0.166667x; interpolation
24330<=x<24360; y811=-726+0.0333333x; interpolation
24360<=x<24390; y812=-726+0.0333333x; interpolation
24390<=x<24420; y813=2526+-0.1x; interpolation
24420<=x<24450; y814=-730+0.0333333x; interpolation
24450<=x<24480; y815=-730+0.0333333x; interpolation
24480<=x<24510; y816=15590+-0.633333x; interpolation
24510<=x<24540; y817=-14639+0.6x; interpolation
24540<=x<24570; y818=14809+-0.6x; interpolation
24570<=x<24600; y819=-752+0.0333333x; interpolation
24600<=x<24630; y820=-16332+0.666667x; interpolation
24630<=x<24660; y821=909+-0.0333333x; interpolation
24660<=x<24690; y822=-735+0.0333333x; interpolation
24690<=x<24720; y823=2557+-0.1x; interpolation
24720<=x<24750; y824=-2387+0.1x; interpolation
24750<=x<24780; y825=1738+-0.0666667x; interpolation
24780<=x<24810; y826=-740+0.0333333x; interpolation
24810<=x<24840; y827=914+-0.0333333x; interpolation
24840<=x<24870; y828=-1570+0.0666667x; interpolation
24870<=x<24900; y829=15010+-0.6x; interpolation
24900<=x<24930; y830=-14870+0.6x; interpolation
24930<=x<24960; y831=15877+-0.633333x; interpolation
24960<=x<24990; y832=-14075+0.566667x; interpolation
24990<=x<25020; y833=2585+-0.1x; interpolation
25020<=x<25050; y834=15095+-0.6x; interpolation
25050<=x<25080; y835=-16635+0.666667x; interpolation
25080<=x<25110; y836=-1587+0.0666667x; interpolation
25110<=x<25140; y837=1761+-0.0666667x; interpolation
25140<=x<25170; y838=923+-0.0333333x; interpolation
25170<=x<25200; y839=-2433+0.1x; interpolation
25200<=x<25230; y840=16887+-0.666667x; interpolation
25230<=x<25260; y841=-15912+0.633333x; interpolation
25260<=x<25290; y842=15242+-0.6x; interpolation
25290<=x<25320; y843=5126+-0.2x; interpolation
25320<=x<25350; y844=-23570+0.933333x; interpolation
25350<=x<25380; y845=4315+-0.166667x; interpolation
25380<=x<25410; y846=-2453+0.1x; interpolation
25410<=x<25440; y847=45826+-1.8x; interpolation
25440<=x<25470; y848=5122+-0.2x; interpolation
25470<=x<25500; y849=-46667+1.83333x; interpolation
25500<=x<25530; y850=-2467+0.1x; interpolation
25530<=x<25560; y851=3490+-0.133333x; interpolation
25560<=x<25590; y852=-4178+0.166667x; interpolation
25590<=x<25620; y853=16294+-0.633333x; interpolation
25620<=x<25650; y854=1776+-0.0666667x; interpolation
25650<=x<25680; y855=-14469+0.566667x; interpolation
25680<=x<25710; y856=-3341+0.133333x; interpolation
25710<=x<25740; y857=14656+-0.566667x; interpolation
25740<=x<25770; y858=-15374+0.6x; interpolation
25770<=x<25800; y859=3524+-0.133333x; interpolation
25800<=x<25830; y860=14704+-0.566667x; interpolation
25830<=x<25860; y861=-794+0.0333333x; interpolation
25860<=x<25890; y862=-17172+0.666667x; interpolation
25890<=x<25920; y863=15622+-0.6x; interpolation
25920<=x<25950; y864=934+-0.0333333x; interpolation
25950<=x<25980; y865=-796+0.0333333x; interpolation
25980<=x<26010; y866=1802+-0.0666667x; interpolation
26010<=x<26040; y867=-799+0.0333333x; interpolation
26040<=x<26070; y868=1805+-0.0666667x; interpolation
26070<=x<26100; y869=-1671+0.0666667x; interpolation
26100<=x<26130; y870=-15591+0.6x; interpolation
26130<=x<26160; y871=87+0x; interpolation
26160<=x<26190; y872=87+0x; interpolation
26190<=x<26220; y873=2706+-0.1x; interpolation
26220<=x<26250; y874=14942+-0.566667x; interpolation
26250<=x<26280; y875=-1683+0.0666667x; interpolation
26280<=x<26310; y876=-16575+0.633333x; interpolation
26310<=x<26340; y877=15874+-0.6x; interpolation
26340<=x<26370; y878=4460+-0.166667x; interpolation
26370<=x<26400; y879=-15757+0.6x; interpolation
26400<=x<26430; y880=-4317+0.166667x; interpolation
26430<=x<26460; y881=15946+-0.6x; interpolation
26460<=x<26490; y882=-14042+0.533333x; interpolation
26490<=x<26520; y883=1852+-0.0666667x; interpolation
26520<=x<26550; y884=-1684+0.0666667x; interpolation
26550<=x<26580; y885=971+-0.0333333x; interpolation
26580<=x<26610; y886=16033+-0.6x; interpolation
26610<=x<26640; y887=-12351+0.466667x; interpolation
26640<=x<26670; y888=12513+-0.466667x; interpolation
26670<=x<26700; y889=-19491+0.733333x; interpolation
26700<=x<26730; y890=19669+-0.733333x; interpolation
26730<=x<26760; y891=-1715+0.0666667x; interpolation
26760<=x<26790; y892=3637+-0.133333x; interpolation
26790<=x<26820; y893=-20474+0.766667x; interpolation
26820<=x<26850; y894=18862+-0.7x; interpolation
26850<=x<26880; y895=-2618+0.1x; interpolation
26880<=x<26910; y896=-15162+0.566667x; interpolation
26910<=x<26940; y897=16233+-0.6x; interpolation
26940<=x<26970; y898=-14299+0.533333x; interpolation
26970<=x<27000; y899=13570+-0.5x; interpolation
27000<=x<27030; y900=-14330+0.533333x; interpolation
27030<=x<27060; y901=13601+-0.5x; interpolation
27060<=x<27090; y902=-12557+0.466667x; interpolation
27090<=x<27120; y903=13630+-0.5x; interpolation
27120<=x<27150; y904=3686+-0.133333x; interpolation
27150<=x<27180; y905=-4459+0.166667x; interpolation
27180<=x<27210; y906=-13519+0.5x; interpolation
27210<=x<27240; y907=13691+-0.5x; interpolation
27240<=x<27270; y908=2795+-0.1x; interpolation
27270<=x<27300; y909=-15385+0.566667x; interpolation
27300<=x<27330; y910=16465+-0.6x; interpolation
27330<=x<27360; y911=-844+0.0333333x; interpolation
27360<=x<27390; y912=-844+0.0333333x; interpolation
27390<=x<27420; y913=-9974+0.366667x; interpolation
27420<=x<27450; y914=-9060+0.333333x; interpolation
27450<=x<27480; y915=7410+-0.266667x; interpolation
27480<=x<27510; y916=13822+-0.5x; interpolation
27510<=x<27540; y917=-14605+0.533333x; interpolation
27540<=x<27570; y918=13853+-0.5x; interpolation
27570<=x<27600; y919=-1770+0.0666667x; interpolation
27600<=x<27630; y920=-12810+0.466667x; interpolation
27630<=x<27660; y921=12057+-0.433333x; interpolation
27660<=x<27690; y922=7447+-0.266667x; interpolation
27690<=x<27720; y923=19446+-0.7x; interpolation
27720<=x<27750; y924=12054+-0.433333x; interpolation
27750<=x<27780; y925=-45296+1.63333x; interpolation
27780<=x<27810; y926=11190+-0.4x; interpolation
27810<=x<27840; y927=-9204+0.333333x; interpolation
27840<=x<27870; y928=-7348+0.266667x; interpolation
27870<=x<27900; y929=12161+-0.433333x; interpolation
27900<=x<27930; y930=3791+-0.133333x; interpolation
27930<=x<27960; y931=-12036+0.433333x; interpolation
27960<=x<27990; y932=-7376+0.266667x; interpolation
27990<=x<28020; y933=7552+-0.266667x; interpolation
28020<=x<28050; y934=12222+-0.433333x; interpolation
28050<=x<28080; y935=-5543+0.2x; interpolation
28080<=x<28110; y936=-13031+0.466667x; interpolation
28110<=x<28140; y937=13205+-0.466667x; interpolation
28140<=x<28170; y938=-12121+0.433333x; interpolation
28170<=x<28200; y939=5720+-0.2x; interpolation
28200<=x<28230; y940=11360+-0.4x; interpolation
28230<=x<28260; y941=-9342+0.333333x; interpolation
28260<=x<28290; y942=-7458+0.266667x; interpolation
28290<=x<28320; y943=8573+-0.3x; interpolation
28320<=x<28350; y944=-8419+0.3x; interpolation
28350<=x<28380; y945=10481+-0.366667x; interpolation
28380<=x<28410; y946=9535+-0.333333x; interpolation
28410<=x<28440; y947=-11299+0.4x; interpolation
28440<=x<28470; y948=-10351+0.366667x; interpolation
28470<=x<28500; y949=17170+-0.6x; interpolation
28500<=x<28530; y950=1970+-0.0666667x; interpolation
28530<=x<28560; y951=-17050+0.6x; interpolation
28560<=x<28590; y952=1038+-0.0333333x; interpolation
28590<=x<28620; y953=-2774+0.1x; interpolation
28620<=x<28650; y954=19168+-0.666667x; interpolation
28650<=x<28680; y955=-18077+0.633333x; interpolation
28680<=x<28710; y956=18251+-0.633333x; interpolation
28710<=x<28740; y957=1025+-0.0333333x; interpolation
28740<=x<28770; y958=67+0x; interpolation
28770<=x<28800; y959=-18154+0.633333x; interpolation
28800<=x<28830; y960=-874+0.0333333x; interpolation
28830<=x<28860; y961=19307+-0.666667x; interpolation
28860<=x<28890; y962=67+0x; interpolation
28890<=x<28920; y963=-16304+0.566667x; interpolation
28920<=x<28950; y964=15508+-0.533333x; interpolation
28950<=x<28980; y965=1998+-0.0666667x; interpolation
28980<=x<29010; y966=-17322+0.6x; interpolation
29010<=x<29040; y967=-3784+0.133333x; interpolation
29040<=x<29070; y968=19448+-0.666667x; interpolation
29070<=x<29100; y969=1037+-0.0333333x; interpolation
29100<=x<29130; y970=-17393+0.6x; interpolation
29130<=x<29160; y971=17563+-0.6x; interpolation
29160<=x<29190; y972=67+0x; interpolation
29190<=x<29220; y973=-21339+0.733333x; interpolation
29220<=x<29250; y974=4959+-0.166667x; interpolation
29250<=x<29280; y975=-2841+0.1x; interpolation
29280<=x<29310; y976=18631+-0.633333x; interpolation
29310<=x<29340; y977=2022+-0.0666667x; interpolation
29340<=x<29370; y978=-1890+0.0666667x; interpolation
29370<=x<29400; y979=68+0x; interpolation
29400<=x<29430; y980=-18552+0.633333x; interpolation
29430<=x<29460; y981=19707+-0.666667x; interpolation
29460<=x<29490; y982=67+0x; interpolation
29490<=x<29520; y983=-19593+0.666667x; interpolation
29520<=x<29550; y984=18783+-0.633333x; interpolation
29550<=x<29580; y985=3023+-0.1x; interpolation
29580<=x<29610; y986=-2893+0.1x; interpolation
29610<=x<29640; y987=4016+-0.133333x; interpolation
29640<=x<29670; y988=-19696+0.666667x; interpolation
29670<=x<29700; y989=1073+-0.0333333x; interpolation
29700<=x<29730; y990=-2887+0.1x; interpolation
29730<=x<29760; y991=5041+-0.166667x; interpolation
29760<=x<29790; y992=-5871+0.2x; interpolation
29790<=x<29820; y993=2073+-0.0666667x; interpolation
29820<=x<29850; y994=2073+-0.0666667x; interpolation
29850<=x<29880; y995=16003+-0.533333x; interpolation
29880<=x<29910; y996=-2921+0.1x; interpolation
29910<=x<29940; y997=-9900+0.333333x; interpolation
29940<=x<29970; y998=47984+-1.6x; interpolation
29970<=x<30000; y999=2030+-0.0666667x; interpolation
30000<=x<30030; y1000=-50970+1.7x; interpolation
30030<=x<30060; y1001=23104+-0.766667x; interpolation
30060<=x<30090; y1002=-11966+0.4x; interpolation
30090<=x<30120; y1003=3079+-0.1x; interpolation
30120<=x<30150; y1004=-2945+0.1x; interpolation
30150<=x<30180; y1005=2080+-0.0666667x; interpolation
30180<=x<30210; y1006=-16028+0.533333x; interpolation
30210<=x<30240; y1007=1091+-0.0333333x; interpolation
30240<=x<30270; y1008=2099+-0.0666667x; interpolation
30270<=x<30300; y1009=-3955+0.133333x; interpolation
30300<=x<30330; y1010=18265+-0.6x; interpolation
30330<=x<30360; y1011=-21164+0.7x; interpolation
30360<=x<30390; y1012=5148+-0.166667x; interpolation
30390<=x<30420; y1013=16291+-0.533333x; interpolation
30420<=x<30450; y1014=-2975+0.1x; interpolation
30450<=x<30480; y1015=-17185+0.566667x; interpolation
30480<=x<30510; y1016=4151+-0.133333x; interpolation
30510<=x<30540; y1017=-3985+0.133333x; interpolation
30540<=x<30570; y1018=1105+-0.0333333x; interpolation
30570<=x<30600; y1019=19447+-0.633333x; interpolation
30600<=x<30630; y1020=-19313+0.633333x; interpolation
30630<=x<30660; y1021=17443+-0.566667x; interpolation
30660<=x<30690; y1022=2113+-0.0666667x; interpolation
30690<=x<30720; y1023=-3002+0.1x; interpolation
30720<=x<30750; y1024=-18362+0.6x; interpolation
30750<=x<30780; y1025=17513+-0.566667x; interpolation
30780<=x<30810; y1026=-16345+0.533333x; interpolation
30810<=x<30840; y1027=17546+-0.566667x; interpolation
30840<=x<30870; y1028=6238+-0.2x; interpolation
30870<=x<30900; y1029=-7139+0.233333x; interpolation
30900<=x<30930; y1030=-17439+0.566667x; interpolation
30930<=x<30960; y1031=4212+-0.133333x; interpolation
30960<=x<30990; y1032=22788+-0.733333x; interpolation
30990<=x<31020; y1033=-8202+0.266667x; interpolation
31020<=x<31050; y1034=3172+-0.1x; interpolation
31050<=x<31080; y1035=-20633+0.666667x; interpolation
31080<=x<31110; y1036=18735+-0.6x; interpolation
31110<=x<31140; y1037=-20671+0.666667x; interpolation
31140<=x<31170; y1038=1127+-0.0333333x; interpolation
31170<=x<31200; y1039=18790+-0.6x; interpolation
31200<=x<31230; y1040=4230+-0.133333x; interpolation
31230<=x<31260; y1041=-21795+0.7x; interpolation
31260<=x<31290; y1042=23011+-0.733333x; interpolation
31290<=x<31320; y1043=-23924+0.766667x; interpolation
31320<=x<31350; y1044=2176+-0.0666667x; interpolation
31350<=x<31380; y1045=8446+-0.266667x; interpolation
31380<=x<31410; y1046=-7244+0.233333x; interpolation
31410<=x<31440; y1047=-4103+0.133333x; interpolation
31440<=x<31470; y1048=20001+-0.633333x; interpolation
31470<=x<31500; y1049=-17763+0.566667x; interpolation
31500<=x<31530; y1050=1137+-0.0333333x; interpolation
31530<=x<31560; y1051=-965+0.0333333x; interpolation
31560<=x<31590; y1052=2191+-0.0666667x; interpolation
31590<=x<31620; y1053=16933+-0.533333x; interpolation
31620<=x<31650; y1054=69+0x; interpolation
