0<=x<30; y0=61+0.633333x; interpolation
31650<=x<31680; y1055=-19976+0.633333x; interpolation
31680<=x<31710; y1056=23320+-0.733333x; interpolation
31710<=x<31740; y1057=-20017+0.633333x; interpolation
31740<=x<31770; y1058=-973+0.0333333x; interpolation
31770<=x<31800; y1059=20207+-0.633333x; interpolation
31800<=x<31830; y1060=67+0x; interpolation
31830<=x<31860; y1061=-20092+0.633333x; interpolation
31860<=x<31890; y1062=17078+-0.533333x; interpolation
31890<=x<31920; y1063=-16938+0.533333x; interpolation
31920<=x<31950; y1064=1150+-0.0333333x; interpolation
31950<=x<31980; y1065=-980+0.0333333x; interpolation
31980<=x<32010; y1066=86+0x; interpolation
32010<=x<32040; y1067=18225+-0.566667x; interpolation
32040<=x<32070; y1068=-999+0.0333333x; interpolation
32070<=x<32100; y1069=1139+-0.0333333x; interpolation
32100<=x<32130; y1070=2209+-0.0666667x; interpolation
32130<=x<32160; y1071=-6359+0.2x; interpolation
32160<=x<32190; y1072=-14935+0.466667x; interpolation
32190<=x<32220; y1073=6525+-0.2x; interpolation
32220<=x<32250; y1074=14043+-0.433333x; interpolation
32250<=x<32280; y1075=-3157+0.1x; interpolation
32280<=x<32310; y1076=5451+-0.166667x; interpolation
32310<=x<32340; y1077=32376+-1x; interpolation
32340<=x<32370; y1078=4348+-0.133333x; interpolation
32370<=x<32400; y1079=-49602+1.53333x; interpolation
32400<=x<32430; y1080=-5322+0.166667x; interpolation
32430<=x<32460; y1081=7650+-0.233333x; interpolation
32460<=x<32490; y1082=-10744+0.333333x; interpolation
32490<=x<32520; y1083=16331+-0.5x; interpolation
32520<=x<32550; y1084=-11853+0.366667x; interpolation
32550<=x<32580; y1085=18527+-0.566667x; interpolation
32580<=x<32610; y1086=-20569+0.633333x; interpolation
32610<=x<32640; y1087=20737+-0.633333x; interpolation
32640<=x<32670; y1088=-2111+0.0666667x; interpolation
32670<=x<32700; y1089=-8645+0.266667x; interpolation
32700<=x<32730; y1090=-14095+0.433333x; interpolation
32730<=x<32760; y1091=3361+-0.1x; interpolation
32760<=x<32790; y1092=1177+-0.0333333x; interpolation
32790<=x<32820; y1093=20851+-0.633333x; interpolation
32820<=x<32850; y1094=65+0x; interpolation
32850<=x<32880; y1095=-21835+0.666667x; interpolation
32880<=x<32910; y1096=85+0x; interpolation
32910<=x<32940; y1097=85+0x; interpolation
32940<=x<32970; y1098=-2111+0.0666667x; interpolation
32970<=x<33000; y1099=24265+-0.733333x; interpolation
33000<=x<33030; y1100=-2135+0.0666667x; interpolation
33030<=x<33060; y1101=-18650+0.566667x; interpolation
33060<=x<33090; y1102=3390+-0.1x; interpolation
33090<=x<33120; y1103=17729+-0.533333x; interpolation
33120<=x<33150; y1104=-2143+0.0666667x; interpolation
33150<=x<33180; y1105=-19823+0.6x; interpolation
33180<=x<33210; y1106=85+0x; interpolation
33210<=x<33240; y1107=-3236+0.1x; interpolation
33240<=x<33270; y1108=7844+-0.233333x; interpolation
33270<=x<33300; y1109=-7682+0.233333x; interpolation
33300<=x<33330; y1110=23398+-0.7x; interpolation
33330<=x<33360; y1111=-19931+0.6x; interpolation
33360<=x<33390; y1112=18989+-0.566667x; interpolation
33390<=x<33420; y1113=-18853+0.566667x; interpolation
33420<=x<33450; y1114=21251+-0.633333x; interpolation
33450<=x<33480; y1115=-23349+0.7x; interpolation
33480<=x<33510; y1116=87+0x; interpolation
33510<=x<33540; y1117=23544+-0.7x; interpolation
33540<=x<33570; y1118=-15586+0.466667x; interpolation
33570<=x<33600; y1119=16865+-0.5x; interpolation
33600<=x<33630; y1120=-23455+0.7x; interpolation
33630<=x<33660; y1121=3449+-0.1x; interpolation
33660<=x<33690; y1122=15791+-0.466667x; interpolation
33690<=x<33720; y1123=-17899+0.533333x; interpolation
33720<=x<33750; y1124=5705+-0.166667x; interpolation
33750<=x<33780; y1125=-5545+0.166667x; interpolation
33780<=x<33810; y1126=5715+-0.166667x; interpolation
33810<=x<33840; y1127=16985+-0.5x; interpolation
33840<=x<33870; y1128=-4447+0.133333x; interpolation
33870<=x<33900; y1129=-17995+0.533333x; interpolation
33900<=x<33930; y1130=5735+-0.166667x; interpolation
33930<=x<33960; y1131=17045+-0.5x; interpolation
33960<=x<33990; y1132=-5595+0.166667x; interpolation
33990<=x<34020; y1133=-16925+0.5x; interpolation
34020<=x<34050; y1134=15961+-0.466667x; interpolation
34050<=x<34080; y1135=-16954+0.5x; interpolation
34080<=x<34110; y1136=5766+-0.166667x; interpolation
34110<=x<34140; y1137=-1056+0.0333333x; interpolation
34140<=x<34170; y1138=4634+-0.133333x; interpolation
34170<=x<34200; y1139=-9034+0.266667x; interpolation
34200<=x<34230; y1140=5786+-0.166667x; interpolation
34230<=x<34260; y1141=-2201+0.0666667x; interpolation
34260<=x<34290; y1142=22923+-0.666667x; interpolation
34290<=x<34320; y1143=-25083+0.733333x; interpolation
34320<=x<34350; y1144=24109+-0.7x; interpolation
34350<=x<34380; y1145=-19401+0.566667x; interpolation
34380<=x<34410; y1146=18417+-0.533333x; interpolation
34410<=x<34440; y1147=-25169+0.733333x; interpolation
34440<=x<34470; y1148=25343+-0.733333x; interpolation
34470<=x<34500; y1149=-22915+0.666667x; interpolation
34500<=x<34530; y1150=21935+-0.633333x; interpolation
34530<=x<34560; y1151=-19501+0.566667x; interpolation
34560<=x<34590; y1152=5843+-0.166667x; interpolation
34590<=x<34620; y1153=-6840+0.2x; interpolation
34620<=x<34650; y1154=-2224+0.0666667x; interpolation
34650<=x<34680; y1155=24341+-0.7x; interpolation
34680<=x<34710; y1156=-25367+0.733333x; interpolation
34710<=x<34740; y1157=24384+-0.7x; interpolation
34740<=x<34770; y1158=-19620+0.566667x; interpolation
34770<=x<34800; y1159=-3394+0.1x; interpolation
34800<=x<34830; y1160=24446+-0.7x; interpolation
34830<=x<34860; y1161=-23155+0.666667x; interpolation
34860<=x<34890; y1162=16353+-0.466667x; interpolation
34890<=x<34920; y1163=7049+-0.2x; interpolation
34920<=x<34950; y1164=-13903+0.4x; interpolation
34950<=x<34980; y1165=49007+-1.4x; interpolation
34980<=x<35010; y1166=10529+-0.3x; interpolation
35010<=x<35040; y1167=1193+-0.0333333x; interpolation
35040<=x<35070; y1168=-1143+0.0333333x; interpolation
35070<=x<35100; y1169=2364+-0.0666667x; interpolation
35100<=x<35130; y1170=-12846+0.366667x; interpolation
35130<=x<35160; y1171=-18701+0.533333x; interpolation
35160<=x<35190; y1172=10599+-0.3x; interpolation
35190<=x<35220; y1173=8253+-0.233333x; interpolation
35220<=x<35250; y1174=14123+-0.4x; interpolation
35250<=x<35280; y1175=1198+-0.0333333x; interpolation
35280<=x<35310; y1176=22+0x; interpolation
35310<=x<35340; y1177=22+0x; interpolation
35340<=x<35370; y1178=22+0x; interpolation
35370<=x<35400; y1179=22+0x; interpolation
35400<=x<35430; y1180=-3518+0.1x; interpolation
35430<=x<35460; y1181=4749+-0.133333x; interpolation
35460<=x<35490; y1182=-61443+1.73333x; interpolation
35490<=x<35520; y1183=-8208+0.233333x; interpolation
35520<=x<35550; y1184=22576+-0.633333x; interpolation
35550<=x<35580; y1185=-20084+0.566667x; interpolation
35580<=x<35610; y1186=-3480+0.1x; interpolation
0<=x<35610; y=77.1459+-0.000118823x; least-squares
